t,LDV
0.0012029,4.97160034179688e-05
0.001203,4.52398681640625e-05
0.0012031,4.69641723632813e-05
0.0012032,5.34115295410156e-05
0.0012033,5.68164367675781e-05
0.0012034,6.45040893554687e-05
0.0012035,7.12676391601562e-05
0.0012036,6.51014404296875e-05
0.0012037,6.29327087402344e-05
0.0012038,6.0324951171875e-05
0.0012039,4.76120300292969e-05
0.001204,3.45352478027344e-05
0.0012041,2.36231689453125e-05
0.0012042,1.42878112792969e-05
0.0012043,2.85170288085937e-05
0.0012044,3.54664306640625e-05
0.0012045,3.02747497558594e-05
0.0012046,2.38136291503906e-05
0.0012047,2.89098205566406e-05
0.0012048,2.04481811523438e-05
0.0012049,2.28418579101563e-05
0.001205,3.28707580566406e-05
0.0012051,4.57034912109375e-05
0.0012052,6.32250061035156e-05
0.0012053,8.54390258789063e-05
0.0012054,0.000104587921142578
0.0012055,0.000118357177734375
0.0012056,0.000113136047363281
0.0012057,0.000127399017333984
0.0012058,0.000128021331787109
0.0012059,0.000125330474853516
0.001206,0.000125914764404297
0.0012061,0.000137394134521484
0.0012062,0.000129365417480469
0.0012063,0.000114133422851562
0.0012064,9.80334167480469e-05
0.0012065,7.90711059570312e-05
0.0012066,7.33344421386719e-05
0.0012067,6.69070434570313e-05
0.0012068,5.96415405273438e-05
0.0012069,3.57982177734375e-05
0.001207,4.48644714355469e-05
0.0012071,3.47236022949219e-05
0.0012072,3.957373046875e-05
0.0012073,3.85025329589844e-05
0.0012074,4.77669067382813e-05
0.0012075,5.22526245117187e-05
0.0012076,5.58180236816406e-05
0.0012077,5.72110900878906e-05
0.0012078,5.92033996582031e-05
0.0012079,6.54105224609375e-05
0.001208,6.55535278320313e-05
0.0012081,5.88399047851563e-05
0.0012082,6.09195861816406e-05
0.0012083,4.91519165039063e-05
0.0012084,3.25227661132813e-05
0.0012085,8.7677001953125e-06
0.0012086,-1.63905029296875e-05
0.0012087,-2.50121459960938e-05
0.0012088,-3.15552062988281e-05
0.0012089,-4.47067260742187e-05
0.001209,-4.77326049804688e-05
0.0012091,-4.09064025878906e-05
0.0012092,-3.84549865722656e-05
0.0012093,-3.42633361816406e-05
0.0012094,-3.52691040039063e-05
0.0012095,-3.52236633300781e-05
0.0012096,-2.08016967773437e-05
0.0012097,-1.59717102050781e-05
0.0012098,-1.77113037109375e-05
0.0012099,-7.05853271484375e-06
0.00121,5.63003540039062e-06
0.0012101,1.12121276855469e-05
0.0012102,2.86751708984375e-05
0.0012103,3.71657409667969e-05
0.0012104,4.32925415039062e-05
0.0012105,5.02195434570313e-05
0.0012106,6.65877990722656e-05
0.0012107,8.08531494140625e-05
0.0012108,9.728564453125e-05
0.0012109,0.000113813873291016
0.001211,0.000108140441894531
0.0012111,0.000114567504882813
0.0012112,0.000101287536621094
0.0012113,9.87237548828125e-05
0.0012114,8.93226928710938e-05
0.0012115,0.000100085052490234
0.0012116,9.81861267089844e-05
0.0012117,0.000103235504150391
0.0012118,0.000116552703857422
0.0012119,0.000107398040771484
0.001212,0.000104269470214844
0.0012121,8.96676940917969e-05
0.0012122,8.43683471679687e-05
0.0012123,5.0836181640625e-05
0.0012124,3.29431762695313e-05
0.0012125,2.43095703125e-05
0.0012126,1.7217041015625e-05
0.0012127,6.85556030273438e-06
0.0012128,1.27695922851563e-05
0.0012129,1.99224853515625e-06
0.001213,6.6912841796875e-06
0.0012131,1.35377197265625e-05
0.0012132,2.39510192871094e-05
0.0012133,3.20352478027344e-05
0.0012134,5.03743591308594e-05
0.0012135,6.40236206054688e-05
0.0012136,6.60627746582031e-05
0.0012137,7.04371032714844e-05
0.0012138,7.59913940429688e-05
0.0012139,5.99049987792969e-05
0.001214,8.104248046875e-05
0.0012141,7.68137817382812e-05
0.0012142,8.02903442382813e-05
0.0012143,8.69006958007812e-05
0.0012144,9.59040222167969e-05
0.0012145,0.000100167449951172
0.0012146,8.61490478515625e-05
0.0012147,9.46989135742188e-05
0.0012148,8.8128173828125e-05
0.0012149,0.000102053375244141
0.001215,9.07910461425781e-05
0.0012151,8.49482421875e-05
0.0012152,8.31344299316406e-05
0.0012153,7.98470764160156e-05
0.0012154,7.60433044433594e-05
0.0012155,7.41921997070313e-05
0.0012156,6.17514953613281e-05
0.0012157,5.91523742675781e-05
0.0012158,5.34667053222656e-05
0.0012159,5.1032958984375e-05
0.001216,3.30479431152344e-05
0.0012161,2.02437744140625e-05
0.0012162,7.57470703125e-06
0.0012163,-8.978271484375e-06
0.0012164,-1.1196044921875e-05
0.0012165,-1.661962890625e-05
0.0012166,-1.03563232421875e-05
0.0012167,1.0705322265625e-05
0.0012168,2.41076965332031e-05
0.0012169,4.07655334472656e-05
0.001217,4.05032958984375e-05
0.0012171,6.49863891601563e-05
0.0012172,7.66259155273437e-05
0.0012173,8.62270812988281e-05
0.0012174,8.52080078125e-05
0.0012175,8.99103698730469e-05
