t,V10,V25,V50,V75,V100,V125,V150,V175,V200
0.0011785,1.87535095214844e-05,2.27825927734375e-05,2.05220031738281e-05,1.77879333496094e-05,3.16413879394531e-05,3.11831665039062e-05,1.89314270019531e-05,2.6497802734375e-05,1.87675476074219e-05
0.0011786,5.46890258789063e-06,3.96505737304687e-05,3.93928527832031e-05,3.71830749511719e-05,3.883056640625e-05,3.37205505371094e-05,6.38885498046875e-07,3.29637145996094e-05,1.69195556640625e-05
0.0011787,1.54768371582031e-05,4.29640197753906e-05,1.95982360839844e-05,4.84027099609375e-05,3.4371337890625e-05,2.05909729003906e-05,1.43577575683594e-05,9.03121948242188e-06,-1.56681823730469e-05
0.0011788,4.51675415039063e-05,6.96395874023438e-06,3.79962158203125e-05,3.8111572265625e-05,2.35282897949219e-05,2.66871643066406e-05,-9.75021362304688e-06,-9.0045166015625e-06,-1.68666076660156e-05
0.0011789,3.01298522949219e-05,2.47868347167969e-05,6.98191833496094e-05,2.85816955566406e-05,4.03530883789063e-05,1.06983947753906e-05,-1.17362976074219e-05,-2.88822937011719e-05,1.09877014160156e-05
0.001179,-6.65740966796875e-07,5.04548645019531e-05,3.74113464355469e-05,4.15127563476562e-05,2.93719482421875e-05,1.25627136230469e-05,-2.01380920410156e-05,-1.59976196289062e-05,-1.04144287109375e-05
0.0011791,1.30192565917969e-05,2.42620849609375e-05,2.381103515625e-05,3.07923889160156e-05,1.78141784667969e-05,1.15792846679687e-05,-1.07215881347656e-05,-5.59463500976562e-06,-5.126953125e-08
0.0011792,2.89381408691406e-05,1.59494018554688e-05,4.22721862792969e-05,4.43862915039063e-05,3.431640625e-05,6.08734130859375e-06,-4.03167724609375e-06,6.01837158203125e-06,5.3460693359375e-06
0.0011793,4.73110961914062e-05,4.64155578613281e-05,2.15139770507812e-05,6.837158203125e-05,5.42926025390625e-05,3.92039489746094e-05,1.81549072265625e-05,2.210205078125e-05,-8.8397216796875e-06
0.0011794,1.96888732910156e-05,2.27101135253906e-05,3.94387817382812e-05,4.04154968261719e-05,5.83592224121094e-05,2.33323669433594e-05,1.94473266601562e-05,2.77113342285156e-05,3.47108459472656e-05
0.0011795,2.80242919921875e-06,4.72933959960938e-05,6.71507263183594e-05,5.53863525390625e-05,4.90530395507812e-05,2.74668884277344e-05,9.56283569335937e-06,2.67405700683594e-05,7.95150756835937e-06
0.0011796,2.11384582519531e-05,3.93511962890625e-05,4.97032165527344e-05,4.65419006347656e-05,5.2357177734375e-05,3.10371398925781e-05,1.48963928222656e-05,3.0308837890625e-05,1.65647888183594e-05
0.0011797,2.09205627441406e-05,1.27328491210937e-05,5.00881958007812e-05,6.73558044433594e-05,7.41111755371094e-05,3.84716796875e-05,5.191650390625e-06,-4.14016723632813e-06,3.42959594726562e-05
0.0011798,2.0919189453125e-05,3.89450073242187e-05,5.40512084960938e-05,3.0191650390625e-05,4.44554138183594e-05,3.51541137695312e-05,3.38714599609375e-06,-3.148193359375e-06,-2.57217407226562e-06
0.0011799,4.58375549316406e-05,1.56277465820313e-05,3.0411376953125e-05,3.77621459960937e-05,4.71160888671875e-05,3.10585021972656e-05,1.50758361816406e-05,2.19514465332031e-05,1.25126647949219e-05
0.00118,1.37124633789063e-05,9.60189819335937e-06,3.72895812988281e-05,3.10249328613281e-05,4.31640625e-05,4.88284301757813e-05,2.9754638671875e-06,1.27969360351562e-05,9.40032958984375e-06
0.0011801,2.01046752929688e-05,4.6180419921875e-05,4.69050598144531e-05,3.05783081054687e-05,3.57156372070313e-05,5.69985961914062e-05,5.98556518554687e-06,1.44267272949219e-05,-9.95285034179688e-06
0.0011802,3.64633178710938e-05,5.20655822753906e-05,4.6771240234375e-05,5.18194580078125e-05,3.318359375e-05,4.00025939941406e-05,1.41693115234375e-05,2.0281982421875e-05,2.34011840820312e-05
0.0011803,1.4873046875e-05,5.18992614746094e-05,3.74275207519531e-05,3.46220397949219e-05,4.50022888183594e-05,6.73126220703125e-06,8.80218505859375e-06,-1.61231994628906e-05,7.532958984375e-06
0.0011804,3.0908203125e-05,2.73796081542969e-05,1.68034362792969e-05,5.24369812011719e-05,3.02197265625e-05,2.11189270019531e-05,-4.21340942382812e-06,-2.06636047363281e-05,-1.94972229003906e-05
0.0011805,1.197021484375e-05,-4.302978515625e-07,1.71287536621094e-05,3.69863891601562e-05,3.4715576171875e-05,1.2572021484375e-05,-2.76992797851563e-05,-6.21673583984375e-06,-2.65885925292969e-05
0.0011806,5.91934204101562e-06,8.6962890625e-06,2.06890869140625e-05,3.71389770507813e-05,9.20822143554688e-06,-2.67074584960937e-05,-5.70045471191406e-05,-6.05183410644531e-05,-5.12831115722656e-05
0.0011807,8.99063110351563e-06,3.5020751953125e-05,1.83441162109375e-06,1.38397216796875e-07,-5.97991943359375e-06,-2.46505737304688e-05,-5.63264465332031e-05,-7.98556518554687e-05,-7.38711547851562e-05
0.0011808,3.20355224609375e-05,1.80717468261719e-05,1.76617431640625e-05,7.9425048828125e-06,-1.90364074707031e-05,-4.64472961425781e-05,-8.44850158691406e-05,-6.7354736328125e-05,-0.000112593841552734
0.0011809,2.16380310058594e-05,8.1842041015625e-06,6.36627197265625e-06,1.63838195800781e-05,-2.29405212402344e-05,-5.75337219238281e-05,-7.84977722167969e-05,-9.91722106933594e-05,-0.000110276336669922
0.001181,1.49826049804687e-05,3.30198669433594e-05,-3.70172119140625e-05,5.22720336914062e-06,-1.62892150878906e-05,-3.94596862792969e-05,-9.77565002441406e-05,-0.000104396820068359,-0.000121939697265625
0.0011811,2.66470336914063e-05,8.86688232421875e-06,4.78683471679687e-06,1.12265014648437e-05,-2.00755310058594e-05,-4.11067199707031e-05,-7.14784240722656e-05,-0.000105740051269531,-9.212646484375e-05
0.0011812,9.4915771484375e-06,2.14677429199219e-05,1.83183288574219e-05,1.43032836914062e-05,-3.0517578125e-06,-3.90177917480469e-05,-5.85859680175781e-05,-5.91636657714844e-05,-7.43031311035156e-05
0.0011813,3.51063537597656e-05,4.69009399414063e-05,2.18034362792969e-05,3.25555419921875e-05,1.55490112304688e-05,-2.62054443359375e-06,-3.46347045898438e-05,-3.81259155273437e-05,-6.08528137207031e-05
0.0011814,2.7813720703125e-06,2.12446594238281e-05,3.65608215332031e-05,3.03726196289063e-05,1.93391418457031e-05,1.88102722167969e-05,-1.4573974609375e-05,-2.03598022460938e-05,-2.43473815917969e-05
0.0011815,2.49763488769531e-05,4.10108947753906e-05,3.15821838378906e-05,1.55961608886719e-05,4.4049072265625e-05,1.86491394042969e-05,-4.66201782226563e-06,-1.02272033691406e-05,1.29350280761719e-05
0.0011816,3.91946411132812e-05,3.91976928710938e-05,4.01870727539063e-05,3.69212341308594e-05,5.07325744628906e-05,2.9483642578125e-05,1.89254760742187e-05,2.37434387207031e-05,1.53668212890625e-05
0.0011817,8.302001953125e-06,1.67420959472656e-05,2.22691345214844e-05,6.23553466796875e-05,5.68881225585938e-05,6.893310546875e-05,3.31768798828125e-05,2.66207885742187e-05,5.17280578613281e-05
0.0011818,-6.19796752929687e-06,1.54330444335937e-05,6.45166015625e-05,3.76969909667969e-05,6.39309692382812e-05,2.67562866210938e-05,6.95040893554687e-05,4.39910888671875e-05,6.11354064941406e-05
0.0011819,3.35305786132812e-05,3.58753967285156e-05,4.99220275878906e-05,7.45909118652344e-05,8.51811218261719e-05,7.30047607421875e-05,8.4808349609375e-05,6.40089416503906e-05,8.66682434082031e-05
0.001182,1.88249206542969e-05,4.51145935058594e-05,4.58999633789063e-05,8.57618713378906e-05,9.85829162597656e-05,0.000102437286376953,0.000103096466064453,8.09092712402344e-05,0.000117298278808594
0.0011821,1.89303588867188e-05,4.40243530273437e-05,8.98587036132813e-05,9.48333740234375e-05,9.03556823730469e-05,0.000121963653564453,9.42884826660156e-05,0.000107724609375,0.000135698547363281
0.0011822,5.10507202148437e-05,2.90525817871094e-05,6.24356079101562e-05,8.24453735351562e-05,8.12937927246094e-05,0.000104976806640625,8.40428161621094e-05,9.73455810546875e-05,0.000140943603515625
0.0011823,2.76142883300781e-05,4.39326477050781e-05,5.64497375488281e-05,7.28910827636719e-05,0.000115513153076172,0.000111369323730469,7.07008361816406e-05,0.000102070770263672,0.000129627380371094
0.0011824,1.26188659667969e-05,5.34182739257813e-05,5.72549438476563e-05,8.08001708984375e-05,0.000100906524658203,0.000111611328125,0.000115297241210937,0.000111861419677734,0.000112039184570313
0.0011825,1.78742980957031e-05,5.34634399414062e-05,6.34274291992188e-05,9.70556640625e-05,8.501953125e-05,0.000100408020019531,9.81369018554687e-05,9.61759948730469e-05,0.000103837890625
0.0011826,1.2760009765625e-05,2.50178527832031e-05,8.06385803222656e-05,7.04496765136719e-05,8.657958984375e-05,7.28269958496094e-05,7.0489501953125e-05,4.27197265625e-05,9.38307189941406e-05
0.0011827,6.22390747070313e-06,5.24082946777344e-05,4.6671142578125e-05,5.28163146972656e-05,7.05424499511719e-05,3.78648376464844e-05,4.19398498535156e-05,6.20500183105469e-05,7.89653015136719e-05
0.0011828,-1.33799743652344e-05,3.12513732910156e-05,5.31124877929687e-05,4.44937133789062e-05,3.63539123535156e-05,4.67001342773437e-05,2.10063171386719e-05,3.73115539550781e-05,2.82479858398438e-05
0.0011829,3.99488830566406e-05,2.53834533691406e-05,5.40057373046875e-05,4.06655883789062e-05,4.85324096679688e-05,3.69841003417969e-05,-4.46685791015625e-06,1.28367614746094e-05,8.94866943359375e-06
0.001183,2.96981811523438e-06,3.43205261230469e-05,2.59657287597656e-05,1.97372436523437e-05,2.18968200683594e-05,8.74679565429688e-06,-8.82064819335938e-06,-7.09518432617188e-06,-8.37478637695312e-06
0.0011831,1.12123107910156e-05,1.32264709472656e-05,2.26429748535156e-05,2.61361694335938e-05,1.19293212890625e-05,-1.28958129882813e-05,-3.10995483398437e-05,-5.64871215820313e-05,-6.02731323242187e-05
0.0011832,1.93980407714844e-05,-3.70620727539063e-06,2.10968017578125e-06,2.69232177734375e-05,-3.50006103515625e-06,-1.3306884765625e-05,-4.65707397460938e-05,-3.06027221679688e-05,-6.85646057128906e-05
0.0011833,2.05276489257813e-06,1.96113586425781e-05,3.69003295898438e-06,1.50067138671875e-05,1.8416748046875e-05,-1.87506103515625e-05,-5.77940368652344e-05,-3.88984680175781e-05,-5.02690124511719e-05
0.0011834,-2.78060913085938e-06,1.70994567871094e-05,1.41960144042969e-05,9.50881958007813e-06,-4.11056518554688e-06,-3.36122131347656e-05,-3.97392272949219e-05,-4.94775390625e-05,-5.99433898925781e-05
0.0011835,2.22283935546875e-05,1.83935546875e-05,3.81666564941406e-05,1.42338562011719e-05,-1.49386596679688e-05,-7.6446533203125e-06,-5.39508056640625e-05,-2.87808227539062e-05,-6.46580505371094e-05
0.0011836,2.42539978027344e-05,4.14007568359375e-05,2.29664611816406e-05,3.71363830566406e-05,6.796875e-06,6.85516357421875e-06,-6.93342590332031e-05,-5.55279541015625e-05,-4.38072204589844e-05
0.0011837,1.30935668945313e-05,1.26838684082031e-05,4.65057373046875e-06,-1.13616943359375e-05,-3.39279174804687e-06,-1.59626770019531e-05,-5.94937133789063e-05,-5.60493469238281e-05,-3.22061157226563e-05
0.0011838,2.27130126953125e-05,2.40855407714844e-05,-8.42910766601562e-06,1.4171142578125e-05,2.81781005859375e-05,-1.98716735839844e-05,-4.31411743164063e-05,-4.487060546875e-05,-5.28007507324219e-05
0.0011839,1.11105346679687e-05,3.35162353515625e-05,2.87423706054688e-05,4.04353332519531e-05,1.03118896484375e-05,-1.62850952148438e-05,-2.144775390625e-05,-6.41265869140625e-05,-4.70521545410156e-05
0.001184,2.82290649414063e-05,1.10650634765625e-05,1.08877563476562e-05,1.84591674804688e-05,2.05558776855469e-05,-1.06317138671875e-05,-6.723876953125e-05,-3.71310424804688e-05,-6.18556213378906e-05
0.0011841,3.81613159179687e-05,2.01370239257813e-06,1.66465759277344e-05,-1.776123046875e-06,-5.16281127929688e-06,-1.71058654785156e-05,-5.06358337402344e-05,-4.59555053710937e-05,-9.45021057128906e-05
0.0011842,-6.93756103515625e-06,3.76448059082031e-05,3.95494079589844e-05,-5.03875732421875e-06,2.84927368164062e-06,-1.40065002441406e-05,-4.91419982910156e-05,-8.15019226074219e-05,-5.51974487304688e-05
0.0011843,1.41380310058594e-05,6.57913208007812e-06,3.177734375e-05,2.08285522460938e-05,1.57821655273438e-06,-3.12736511230469e-05,-4.40884399414063e-05,-6.14360046386719e-05,-5.91947937011719e-05
0.0011844,2.77595520019531e-05,1.92637634277344e-05,2.72341918945313e-05,1.720458984375e-05,-2.70172119140625e-06,-2.39241027832031e-05,-4.41932678222656e-05,-2.59442138671875e-05,-7.0418701171875e-05
0.0011845,3.46832275390625e-07,2.90176391601563e-06,1.59487915039063e-05,4.11697387695313e-06,6.73294067382813e-06,3.24249267578125e-06,-3.71823120117188e-05,-6.62579345703125e-05,-6.48333740234375e-05
0.0011846,2.24137878417969e-05,4.1766357421875e-05,2.64210510253906e-05,2.31016540527344e-05,2.27716064453125e-05,-5.62820434570313e-06,-2.62191772460938e-05,-4.41510009765625e-05,-1.73171997070313e-05
0.0011847,1.68728637695312e-05,2.19404602050781e-05,2.55461120605469e-05,4.54478454589844e-05,4.18907165527344e-05,3.15788269042969e-05,-8.30963134765625e-06,5.43472290039062e-06,3.49014282226563e-06
0.0011848,3.35260009765625e-05,2.50442504882812e-05,3.35888671875e-05,6.04653930664063e-05,3.62382507324219e-05,5.42431640625e-05,4.88414001464844e-05,3.07395935058594e-05,3.78152465820313e-05
0.0011849,2.85234069824219e-05,2.2762451171875e-05,4.98316955566406e-05,6.10194396972656e-05,5.67250061035156e-05,8.15328979492187e-05,4.98167419433594e-05,7.44514465332031e-05,6.53024291992187e-05
0.001185,1.0953369140625e-05,4.0615234375e-05,5.42396545410156e-05,8.30924987792969e-05,9.88058471679688e-05,0.000104789886474609,7.65486145019531e-05,0.000111202239990234,9.43025207519531e-05
0.0011851,2.9576416015625e-05,7.36799621582031e-05,6.12937927246094e-05,9.47645568847656e-05,0.000114311981201172,0.000119245300292969,9.39767456054687e-05,0.000126361846923828,0.000164577178955078
0.0011852,3.11392211914062e-05,4.7943115234375e-05,0.000107300109863281,9.58213806152344e-05,0.000117057189941406,0.0001390234375,0.000122139434814453,0.000141038208007813,0.000159896697998047
0.0011853,5.23101806640625e-05,4.50636291503906e-05,9.801513671875e-05,0.000110289306640625,0.000119934844970703,0.000148765716552734,0.000130888824462891,0.000140129089355469,0.000175897979736328
0.0011854,5.36178588867188e-05,3.92854309082031e-05,9.68521118164063e-05,0.000111756896972656,0.000128280792236328,0.000140191802978516,0.00012680908203125,0.000181634826660156,0.000138247985839844
0.0011855,4.17987060546875e-05,4.58506774902344e-05,7.33624267578125e-05,8.62599182128906e-05,0.00012544921875,0.000149932403564453,9.88705444335937e-05,0.00015196533203125,0.0001724658203125
0.0011856,1.2103271484375e-05,5.28105163574219e-05,7.90155029296875e-05,9.01640319824219e-05,0.000121510467529297,0.000108001403808594,0.000101363372802734,0.000128281097412109,0.000155109405517578
0.0011857,8.87344360351562e-06,6.54965209960938e-05,7.08460998535156e-05,8.75584411621094e-05,9.10775756835937e-05,9.92257690429687e-05,0.000109157409667969,0.000131326599121094,0.000135273284912109
0.0011858,2.86851501464844e-05,2.37811279296875e-05,7.53318786621094e-05,6.83857727050781e-05,0.000100666198730469,9.60395812988281e-05,9.91941833496094e-05,0.00012173095703125,0.000143575744628906
0.0011859,2.18893432617188e-05,4.71870422363281e-05,7.01254272460938e-05,7.41781616210938e-05,0.000102477569580078,6.96998596191406e-05,7.26187133789063e-05,0.000108547668457031,0.000110886383056641
0.001186,8.68331909179687e-06,2.77630615234375e-05,6.71270751953125e-05,7.81741333007812e-05,0.000100650634765625,6.31355285644531e-05,7.80690002441406e-05,6.04182434082031e-05,8.63200378417969e-05
0.0011861,1.60551452636719e-05,6.06295776367187e-05,5.85662841796875e-05,6.69223022460937e-05,7.75885009765625e-05,8.34507751464844e-05,7.00881958007813e-05,7.31277465820313e-05,9.63880920410156e-05
0.0011862,1.79476928710938e-05,2.44515991210938e-05,4.38929748535156e-05,5.89784240722656e-05,7.05339050292969e-05,4.3607177734375e-05,5.78579711914063e-05,5.54310607910156e-05,5.03895568847656e-05
0.0011863,1.51582336425781e-05,3.64875793457031e-05,6.28349304199219e-05,3.18325805664063e-05,3.98822021484375e-05,6.55390930175781e-05,2.61904907226563e-05,3.92518615722656e-05,2.10623168945312e-05
0.0011864,3.04393005371094e-05,5.63265991210937e-05,1.52639770507813e-05,2.42041015625e-05,4.08229064941406e-05,1.24465942382812e-05,-1.22406005859375e-06,9.48165893554687e-06,1.55145263671875e-05
0.0011865,1.33062744140625e-05,3.09358215332031e-05,2.71820068359375e-05,4.69413757324219e-05,3.1898193359375e-05,4.50810241699219e-05,-4.11376953125e-07,3.36369323730469e-05,1.52424621582031e-05
0.0011866,2.44839477539063e-05,1.80136108398438e-05,4.72872924804687e-05,3.1937255859375e-05,3.43086242675781e-05,-3.25164794921875e-07,-1.17208862304687e-05,-2.02066040039062e-05,1.53274536132812e-06
0.0011867,2.19203186035156e-05,2.60829162597656e-05,4.96440124511719e-05,1.53146362304687e-05,2.73379516601562e-05,-7.90176391601562e-06,-1.16238403320313e-05,-2.31852722167969e-05,-2.56585693359375e-05
0.0011868,7.30484008789062e-06,1.29374694824219e-05,1.948974609375e-05,5.61698913574219e-05,2.11341857910156e-05,1.22970581054687e-06,-1.96504211425781e-05,-2.30842590332031e-05,-5.55465698242188e-06
0.0011869,3.3367919921875e-05,1.78300476074219e-05,1.39176940917969e-05,3.48661804199219e-05,1.70326232910156e-05,1.07029724121094e-05,-2.43635559082031e-05,-3.5350341796875e-05,-1.92764282226563e-05
0.001187,2.32402038574219e-05,2.18034362792969e-05,2.34455871582031e-05,2.85519409179688e-05,9.22393798828125e-07,1.56683349609375e-05,-2.13063049316406e-05,-5.17771911621094e-05,-3.06901550292969e-05
0.0011871,1.34506225585937e-06,2.588134765625e-05,3.08035278320313e-05,2.52777099609375e-06,-1.09187316894531e-05,-1.70500183105469e-05,-4.16549682617188e-05,-3.30441284179687e-05,-4.12751770019531e-05
0.0011872,3.32748413085937e-05,1.25338745117187e-05,1.10383605957031e-05,9.57916259765625e-06,3.05384826660156e-05,-3.22354125976563e-05,-2.78050231933594e-05,-7.17613220214844e-05,-6.11538696289063e-05
0.0011873,3.59452819824219e-05,1.48408508300781e-05,2.54714965820313e-06,8.23760986328125e-06,1.56588745117187e-05,-2.62014770507813e-05,-6.4959716796875e-05,-8.88597106933594e-05,-9.3287353515625e-05
0.0011874,1.16012573242187e-05,1.23043823242188e-05,1.29568481445313e-05,5.657958984375e-06,-2.71920776367187e-05,-3.51145935058594e-05,-8.43717956542969e-05,-7.25801086425781e-05,-0.000104190979003906
0.0011875,-5.40771484375e-07,1.10148620605469e-05,1.54859924316406e-05,4.77340698242187e-06,-1.44499206542969e-05,-3.021484375e-05,-9.72892761230469e-05,-9.07522583007813e-05,-9.200439453125e-05
0.0011876,7.093505859375e-06,2.46319580078125e-05,-6.23092651367187e-06,-3.96209716796875e-06,-1.30134582519531e-05,-4.69451904296875e-05,-7.38485717773437e-05,-8.09263610839844e-05,-0.000108838043212891
0.0011877,-1.65687561035156e-05,-1.45584106445313e-06,3.87152099609375e-05,1.57087707519531e-05,-2.28706359863281e-05,-3.75491333007813e-05,-7.763671875e-05,-6.46293640136719e-05,-8.41790771484375e-05
0.0011878,6.11343383789063e-06,9.92324829101563e-06,2.30888366699219e-05,2.30708312988281e-05,4.91546630859375e-06,-2.9986572265625e-05,-3.33049011230469e-05,-6.54609680175781e-05,-5.60127258300781e-05
0.0011879,1.46096801757812e-05,3.02606201171875e-05,3.56205749511719e-05,3.01481628417969e-05,3.4735107421875e-06,-8.3380126953125e-06,-2.72459411621094e-05,-4.79747009277344e-05,-6.03936767578125e-05
0.001188,2.09925842285156e-05,1.07856750488281e-05,2.54814147949219e-05,3.63922119140625e-06,4.21382141113281e-05,-1.59947204589844e-05,-2.81596374511719e-05,-3.86117553710938e-05,-6.51530456542969e-05
0.0011881,8.39508056640625e-06,1.44834899902344e-05,9.68460083007812e-06,3.3115234375e-05,8.41629028320313e-06,1.06700134277344e-05,-4.35125732421875e-05,-1.37245178222656e-05,-2.04635620117188e-05
0.0011882,3.8935546875e-05,3.71755981445312e-05,3.46708679199219e-05,3.28140258789062e-06,1.23237609863281e-05,7.3297119140625e-06,-1.69490051269531e-05,-2.03451538085937e-05,-3.50990295410156e-05
0.0011883,3.78559875488281e-05,2.22402954101562e-05,3.27066040039063e-05,2.44180297851563e-05,2.27066040039062e-05,1.9427490234375e-05,-2.16461181640625e-05,-2.05690002441406e-05,-4.80097961425781e-05
0.0011884,2.17839050292969e-05,3.87789916992188e-05,4.41949462890625e-05,3.36589050292969e-05,8.74618530273438e-06,-2.114990234375e-05,-2.57878112792969e-05,-1.6884765625e-05,-3.37483215332031e-05
0.0011885,1.71354675292969e-05,2.72280883789063e-05,4.217041015625e-05,5.35653686523438e-05,-1.50608825683594e-05,-1.71907043457031e-05,-2.1917724609375e-05,-3.80264282226562e-06,-1.95970153808594e-05
0.0011886,1.07913208007812e-05,1.91482543945312e-05,2.20150756835937e-05,4.06062316894531e-05,1.73655700683594e-05,1.86994934082031e-05,-5.73867797851563e-06,-1.663330078125e-05,-2.03218078613281e-05
0.0011887,1.4150390625e-05,3.92845153808594e-05,3.63308715820313e-05,4.34609985351563e-05,1.67808532714844e-05,-4.45556640625e-07,-1.27922058105469e-05,-2.40390014648438e-05,-2.23394775390625e-05
0.0011888,2.988525390625e-05,1.95791625976562e-05,1.68888854980469e-05,2.15199279785156e-05,3.11595153808594e-05,1.31915283203125e-05,-1.65997314453125e-05,-1.36590576171875e-05,-1.29634094238281e-05
0.0011889,3.41917419433594e-05,3.53570556640625e-05,2.26203918457031e-05,3.80888366699219e-05,1.53823852539062e-05,4.344482421875e-06,1.10661315917969e-05,-1.84642028808594e-05,-3.22157287597656e-05
0.001189,3.47152709960938e-05,3.32952880859375e-05,4.44807434082031e-05,2.11279296875e-05,3.05690002441406e-05,1.23439025878906e-05,-3.45231628417969e-05,-2.72482299804688e-05,-2.92301940917969e-05
0.0011891,-1.22265625e-05,4.64097595214844e-05,2.4359130859375e-05,2.74942016601563e-05,2.66976928710938e-05,8.64303588867187e-06,-7.61825561523437e-06,7.41378784179688e-06,-1.22354125976563e-05
0.0011892,2.01664733886719e-05,9.20120239257813e-06,4.56643676757813e-05,4.70870971679687e-05,1.23959350585937e-05,1.9085693359375e-05,-8.42330932617188e-06,-2.908935546875e-06,-2.112060546875e-05
0.0011893,2.88224792480469e-05,2.13613891601562e-05,2.6029052734375e-05,5.57002258300781e-05,2.6378173828125e-05,1.7225341796875e-05,-1.39048767089844e-05,-1.05513000488281e-05,-4.23724365234375e-05
0.0011894,-2.41653442382813e-06,2.38435363769531e-05,4.72662353515625e-05,2.23851013183594e-05,3.35012817382813e-05,3.28643798828125e-06,-1.13546752929688e-05,-2.11439514160156e-05,-2.82575988769531e-05
0.0011895,2.360107421875e-05,3.51310729980469e-05,1.14268493652344e-05,3.54241943359375e-05,-5.3253173828125e-08,2.11967468261719e-05,7.45849609375e-06,-6.98867797851563e-06,1.04560852050781e-05
0.0011896,1.7877197265625e-05,2.68165588378906e-05,2.23281860351563e-05,4.03067016601562e-05,-8.251953125e-07,4.5396728515625e-05,5.595703125e-06,-5.9490966796875e-06,-5.48507690429688e-06
0.0011897,-1.19554138183594e-05,1.57405090332031e-05,3.33497619628906e-05,2.08099365234375e-05,2.6768798828125e-05,1.56596374511719e-05,9.66400146484375e-06,-9.04434204101563e-06,1.37054443359375e-06
0.0011898,3.05549621582031e-05,3.01918029785156e-05,3.54217529296875e-05,4.35696411132813e-05,3.35629272460938e-05,-1.46588134765625e-05,5.46890258789063e-06,-1.27854919433594e-05,-3.95590209960938e-05
0.0011899,3.51725769042969e-05,1.28656005859375e-05,3.92207336425781e-05,3.63778686523438e-05,2.36070251464844e-05,-1.10479736328125e-05,-2.10250854492187e-05,-3.3349609375e-05,-2.51451110839844e-05
0.00119,1.58285522460937e-05,1.37796020507812e-05,2.37608337402344e-05,1.12516784667969e-05,1.08067321777344e-05,-7.43438720703125e-06,-3.17442321777344e-05,-4.415283203125e-05,-4.6190185546875e-05
0.0011901,2.01690673828125e-05,3.70002746582031e-05,1.87187194824219e-05,1.67298889160156e-05,6.18301391601563e-06,6.68960571289063e-06,-2.93507385253906e-05,-3.341064453125e-05,-5.00717163085937e-05
0.0011902,1.88783264160156e-05,1.79301452636719e-05,3.93074035644531e-05,1.64872741699219e-05,1.11093139648438e-05,-1.98928833007813e-06,-1.51753234863281e-05,-2.97346496582031e-05,-3.90878295898437e-05
0.0011903,5.20843505859375e-06,9.2535400390625e-06,3.86740112304688e-05,3.80171203613281e-05,2.71418762207031e-05,-8.16574096679688e-06,-1.94706726074219e-05,-6.54376220703125e-05,-2.30015563964844e-05
0.0011904,3.07029724121094e-05,3.70668029785156e-05,1.45895385742188e-05,2.63919067382812e-05,2.63717651367188e-05,-7.159423828125e-07,-1.17744445800781e-05,-4.21701049804687e-05,-3.85783386230469e-05
0.0011905,1.32879638671875e-05,1.73416137695313e-05,1.36111450195313e-05,2.23710632324219e-05,3.21197509765625e-05,2.41044616699219e-05,-1.0616455078125e-05,8.80706787109375e-06,4.82597351074219e-05
0.0011906,3.34370422363281e-05,3.75437927246094e-05,5.2545166015625e-05,3.81831359863281e-05,6.24729919433594e-05,2.29063415527344e-05,-5.372314453125e-06,2.60665893554687e-06,1.9217529296875e-05
0.0011907,3.64320373535156e-05,5.64640808105469e-05,8.33993530273438e-05,5.8515625e-05,5.25563049316406e-05,4.94024658203125e-05,1.38609313964844e-05,1.9949951171875e-05,2.82328796386719e-05
0.0011908,1.67391967773438e-05,4.2689208984375e-05,4.61480712890625e-05,5.7677001953125e-05,4.8763427734375e-05,4.28543090820313e-05,2.76228332519531e-05,4.07426452636719e-05,3.8165283203125e-05
0.0011909,3.79170227050781e-05,1.75091552734375e-05,4.16697692871094e-05,5.74531555175781e-05,6.03616333007813e-05,3.25369262695313e-05,3.85206604003906e-05,3.54312133789063e-05,3.10195922851563e-05
0.001191,1.73287963867188e-05,1.35317993164063e-05,2.41218566894531e-05,6.14735412597656e-05,7.91447448730469e-05,3.61149597167969e-05,5.052490234375e-05,2.68093872070313e-05,4.04219055175781e-05
0.0011911,2.52836608886719e-05,1.31425476074219e-05,4.33657836914063e-05,4.87553405761719e-05,5.04290771484375e-05,7.41107177734375e-05,2.91299438476563e-05,4.58271789550781e-05,3.39582824707031e-05
0.0011912,2.72770690917969e-05,4.59138488769531e-05,5.38990783691406e-05,4.54609680175781e-05,6.18743896484375e-05,5.85658264160156e-05,5.32763671875e-05,5.10311889648438e-05,4.45320129394531e-05
0.0011913,2.29710388183594e-05,4.71818542480469e-05,5.38916015625e-05,3.80587768554687e-05,5.07704162597656e-05,4.99356079101563e-05,2.49276733398438e-05,3.1318359375e-05,5.04786682128906e-05
0.0011914,2.4212646484375e-05,2.56057739257813e-05,6.61885070800781e-05,4.85621643066406e-05,4.69682312011719e-05,5.6005859375e-05,4.70018005371094e-05,4.6644287109375e-05,4.67385864257813e-05
0.0011915,3.70777893066406e-05,3.82681274414063e-05,4.93687438964844e-05,7.61318969726562e-05,5.17233276367187e-05,6.16798400878906e-05,3.77549743652344e-05,1.22442626953125e-05,1.17410278320313e-05
0.0011916,1.05485534667969e-05,2.73886108398437e-05,5.49459838867188e-05,5.31256103515625e-05,2.44793701171875e-05,4.26371765136719e-05,4.09454345703125e-05,1.69906616210937e-05,4.49462890625e-05
